id,name,address,city,county,state,zip,plan,specialty,type
5092,"Ahdoot ,Morris,M",15775 Laguna Canyon Rd,Irvine,Orange,CA,92618,CA - Anthem BC,Diagnostic Radiology,ACO
5093,"Ahdoot ,Morris,M",15775 Laguna Canyon Rd,Irvine,Orange,CA,92618,CA - Anthem BC,OB-Gynecology,ACO
5094,"Ahdoot ,Stella,N",2825 J St,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Pulmonary Diseases,ACO
5095,Ahdoot Jahangir J,15775 Laguna Canyon Rd,Irvine,Orange,CA,92618,CA - Anthem BC,Sleep Medicine,ACO
5096,Ahdoot Jahangir J,16300 Sand Canyon Ave,Irvine,Orange,CA,92618,CA - Anthem BC,Sleep Medicine,ACO
5097,Ahdoot Morris,15775 Laguna Canyon Rd,Irvine,Orange,CA,92618,CA - Anthem BC,OB-Gynecology,ACO
5098,"Ahearn ,Patricia,A",1101 Bryan Ave,Tustin,Orange,CA,92780,CA - Anthem BC,Internal Medicine,ACO
5099,"Ahearn ,Patricia,A",1101 Bryan Ave,Tustin,Orange,CA,92780,CA - Anthem BC,Internal Medicine-Geriatric Medicine,ACO
5100,"Ahearn ,Patricia,A",30230 Rancho Viejo Rd,San Juan Capistrano,Orange,CA,92675,CA - Anthem BC,Internal Medicine,ACO
5101,"Ahearn ,Patricia,A",30230 Rancho Viejo Rd,San Juan Capistrano,Orange,CA,92675,CA - Anthem BC,Internal Medicine-Geriatric Medicine,ACO
5102,"Ahern ,Kristine,V",701 E El Camino Real,Mountain View,Santa Clara,CA,94040,CA - Anthem BC,Dermatology,ACO
5103,"Ahire ,Vaishali,S",600 Coffee Rd,Modesto,Stanislaus,CA,95355,CA - Anthem BC,Internal Medicine,ACO
5104,"Ahire ,Vaishali,S",600 Coffee Rd,Modesto,Stanislaus,CA,95355,CA - Anthem BC,OB-Gynecology,ACO
5105,"Ahluwalia ,Mala,",701 E El Camino Real,Mountain View,Santa Clara,CA,94040,CA - Anthem BC,Family Practice,ACO
5106,"Ahluwalia ,Mohinder,P",15982 Quantico Rd,Apple Valley,San Bernardino,CA,92307,CA - Anthem BC,Internal Medicine,ACO
5107,"Ahluwalia ,Mohinder,P",15982 Quantico Rd,Apple Valley,San Bernardino,CA,92307,CA - Anthem BC,Pulmonary Diseases,ACO
5108,"Ahluwalia ,Mohinder,P",16143 Kokanee Rd,Apple Valley,San Bernardino,CA,92307,CA - Anthem BC,Internal Medicine,ACO
5109,"Ahluwalia ,Mohinder,P",16143 Kokanee Rd,Apple Valley,San Bernardino,CA,92307,CA - Anthem BC,Pulmonary Diseases,ACO
5110,"Ahluwalia ,Mohinder,P",17450 Main St,Hesperia,San Bernardino,CA,92345,CA - Anthem BC,Internal Medicine,ACO
5111,"Ahluwalia ,Mohinder,P",17450 Main St,Hesperia,San Bernardino,CA,92345,CA - Anthem BC,Pulmonary Diseases,ACO
5112,"Ahluwalia ,Sonu,S",99 N La Cienega Blvd,Beverly Hills,Los Angeles,CA,90211,CA - Anthem BC,General Practice,ACO
5113,"Ahluwalia ,Sonu,S",99 N La Cienega Blvd,Beverly Hills,Los Angeles,CA,90211,CA - Anthem BC,Orthopedic Surgery,ACO
5114,"Ahmad ,Aziz,",1501 Trousdale Dr,Burlingame,San Mateo,CA,94010,CA - Anthem BC,General Surgery,ACO
5115,"Ahmad ,Aziz,",1501 Trousdale Dr,Burlingame,San Mateo,CA,94010,CA - Anthem BC,Surgical Oncology,ACO
5116,"Ahmad ,Regina Celeste,S",1701 Divisadero St,San Francisco,San Francisco,CA,94115,CA - Anthem BC,Dermatology,ACO
5117,"Ahmad ,Shirin,M",11000 Olson Dr,Rancho Cordova,Sacramento,CA,95670,CA - Anthem BC,Internal Medicine,ACO
5118,"Ahmad ,Shirin,M",11000 Olson Dr,Rancho Cordova,Sacramento,CA,95670,CA - Anthem BC,Rheumatology,ACO
5119,"Ahmad ,Shirin,M",251 Turn Pike Dr,Folsom,Sacramento,CA,95630,CA - Anthem BC,Internal Medicine,ACO
5120,"Ahmad ,Shirin,M",251 Turn Pike Dr,Folsom,Sacramento,CA,95630,CA - Anthem BC,Rheumatology,ACO
5121,"Ahmad ,Shirin,M",3201 Data Dr,Rancho Cordova,Sacramento,CA,95670,CA - Anthem BC,Internal Medicine,ACO
5122,"Ahmad ,Shirin,M",3201 Data Dr,Rancho Cordova,Sacramento,CA,95670,CA - Anthem BC,Rheumatology,ACO
5123,"Ahmad ,Yusuf,H",3200 Kearney St,Fremont,Alameda,CA,94538,CA - Anthem BC,Anesthesiology,ACO
5124,"Ahmadzia ,Najla,",1524 W Lacey Blvd,Hanford,Kings,CA,93230,CA - Anthem BC,Internal Medicine,ACO
5125,"Ahmed ,Aisha,",1825 4th St,San Francisco,San Francisco,CA,94158,CA - Anthem BC,Pediatrics,ACO
5126,"Ahmed ,Faisal,A",20285 S Western Ave,Torrance,Los Angeles,CA,90501,CA - Anthem BC,Urology,ACO
5127,"Ahmed ,Faisal,A",3831 Hughes Ave,Culver City,Los Angeles,CA,90232,CA - Anthem BC,Urology,ACO
5128,"Ahmed ,Faisal,A",8540 S Sepulveda Blvd,Los Angeles,Los Angeles,CA,90045,CA - Anthem BC,Urology,ACO
5129,"Ahmed ,Khaja,R",20911 Earl St,Torrance,Los Angeles,CA,90503,CA - BS of California,Internal Medicine,ACO
5130,"Ahmed ,Khaja,R",20911 Earl St,Torrance,Los Angeles,CA,90503,CA - BS of California,Nephrology,ACO
5131,"Ahmed ,Mohammed,F",178 2nd St,Gilroy,Santa Clara,CA,95020,CA - Anthem BC,Neurology,ACO
5132,"Ahmed ,Mohammed,F",360 S Clover Ave,San Jose,Santa Clara,CA,95128,CA - Anthem BC,Neurology,ACO
5133,"Ahmed ,Parvez,",15400 Los Gatos Blvd,Los Gatos,Santa Clara,CA,95032,CA - Anthem BC,Pediatrics,ACO
5134,"Ahmed ,Parvez,",2577 Samaritan Dr,San Jose,Santa Clara,CA,95124,CA - Anthem BC,Pediatrics,ACO
5135,"Ahmed ,Shahzad,M",200 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90095,CA - Anthem BC,Internal Medicine,ACO
5136,"Ahmed ,Shahzad,M",900 Weyburn Pl,Los Angeles,Los Angeles,CA,90024,CA - Anthem BC,Internal Medicine,ACO
5137,"Ahmed ,Syed,N",1409 E Briggsmore Ave,Modesto,Stanislaus,CA,95355,CA - Anthem BC,Cardiovascular Disease,ACO
5138,"Ahmed ,Syed,N",1409 E Briggsmore Ave,Modesto,Stanislaus,CA,95355,CA - Anthem BC,Internal Medicine,ACO
5139,Ahmed Mohammed F,360 S Clover Ave,San Jose,Santa Clara,CA,95128,CA - Anthem BC,Neurology,ACO
5140,"Ahn ,David,T",1245 16th St,Santa Monica,Los Angeles,CA,90404,CA - Anthem BC,Endrocrinology,ACO
5141,"Ahn ,David,T",2020 Santa Monica Blvd,Santa Monica,Los Angeles,CA,90404,CA - Anthem BC,Endrocrinology,ACO
5142,"Ahn ,David,T",25775 McBean Pkwy,Valencia,Los Angeles,CA,91355,CA - Anthem BC,Endrocrinology,ACO
5143,"Ahn ,Duke,",1040 Elm Ave,Long Beach,Los Angeles,CA,90813,CA - Anthem BC,Orthopedic Surgery,ACO
5144,"Ahn ,Duke,",3771 Katella Ave,Los Alamitos,Orange,CA,90720,CA - Anthem BC,Orthopedic Surgery,ACO
5145,"Ahn ,Eliza,S",15243 Vanowen St,Van Nuys,Los Angeles,CA,91405,CA - Anthem BC,Internal Medicine,ACO
5146,"Ahn ,Esther,S",10100 Culver Blvd,Culver City,Los Angeles,CA,90232,CA - Anthem BC,Internal Medicine,ACO
5147,"Ahn ,Esther,S",8631 W 3rd St,Los Angeles,Los Angeles,CA,90048,CA - Anthem BC,Internal Medicine,ACO
5148,"Ahn ,James,C",300 Homer Ave,Palo Alto,Santa Clara,CA,94301,CA - Anthem BC,Ophthalmology,ACO
5149,"Ahn ,James,C",795 El Camino Real,Palo Alto,Santa Clara,CA,94301,CA - Anthem BC,Ophthalmology,ACO
5150,"Ahn ,Young,K",757 Westwood Plz,Los Angeles,Los Angeles,CA,90095,CA - Anthem BC,Anesthesiology,ACO
5151,"Ahrens ,Jillian,A",4860 Y St,Sacramento,Sacramento,CA,95817,CA - Anthem BC,General Practice,ACO
5152,"Ahrens ,Jillian,A",4860 Y St,Sacramento,Sacramento,CA,95817,CA - Anthem BC,Infectious Diseases,ACO
5153,"Ahrens ,Jillian,A",4860 Y St,Sacramento,Sacramento,CA,95817,CA - Anthem BC,Internal Medicine,ACO
5154,"Ahrons ,Marcy,L",3200 Bell Rd,Auburn,Placer,CA,95603,CA - Anthem BC,Pediatrics,ACO
5155,"Ahroon ,Carl,R",724 Medical Center Dr E,Clovis,Fresno,CA,93611,CA - Anthem BC,Internal Medicine,ACO
5156,Ahroon Carl R,724 Medical Center Dr E,Clovis,Fresno,CA,93611,CA - Anthem BC,Internal Medicine,ACO
5157,Ahroon Carl R,725 Medical Center Dr E,Clovis,Fresno,CA,93611,CA - Anthem BC,Internal Medicine,ACO
5158,"Ahsan ,Adeela,R",4870 Barranca Pkwy,Irvine,Orange,CA,92604,CA - Anthem BC,Internal Medicine,ACO
5159,"Ahuja ,Rajiv,R",27001 Calaroga Ave,Hayward,Alameda,CA,94545,CA - BS of California,Internal Medicine,ACO
5160,"Ahuja ,Rajiv,R",520 W I St,Los Banos,Merced,CA,93635,CA - BS of California,Internal Medicine,ACO
5161,"Ahuja ,Rajiv,R",674 Mowry Ave,Fremont,Alameda,CA,94536,CA - BS of California,Internal Medicine,ACO
5162,"Ai ,Everett,",100 Tamal Plz,Corte Madera,Marin,CA,94925,CA - Anthem BC,Ophthalmology,ACO
5163,"Ai ,Everett,",1445 Bush St,San Francisco,San Francisco,CA,94109,CA - Anthem BC,Ophthalmology,ACO
5164,"Ai ,Everett,",185 Berry St,San Francisco,San Francisco,CA,94107,CA - Anthem BC,Ophthalmology,ACO
5165,"Ai ,Everett,",2100 Webster St,San Francisco,San Francisco,CA,94115,CA - Anthem BC,Ophthalmology,ACO
5166,"Aigen ,Arnold,B",701 E El Camino Real,Mountain View,Santa Clara,CA,94040,CA - Anthem BC,Urology,ACO
5167,"Aikawa ,Taro,",795 El Camino Real,Palo Alto,Santa Clara,CA,94301,CA - Anthem BC,Diagnostic Radiology,ACO
5168,"Aikawa ,Taro,",795 El Camino Real,Palo Alto,Santa Clara,CA,94301,CA - Anthem BC,Nuclear Medicine,ACO
5169,"Aikawa ,Taro,",795 El Camino Real,Palo Alto,Santa Clara,CA,94301,CA - Anthem BC,Radiology,ACO
5170,"Ainsworth ,Alice,M",1001 Potrero Ave,San Francisco,San Francisco,CA,94110,CA - Anthem BC,General Practice,ACO
5171,"Ainsworth ,Alice,M",1001 Potrero Ave,San Francisco,San Francisco,CA,94110,CA - Anthem BC,Pediatrics,ACO
5172,"Airola ,Jill,J",2 Upper Ragsdale Dr,Monterey,Monterey,CA,93940,CA - Anthem BC,Pediatrics,ACO
5173,"Aish ,Bassil,",17742 Beach Blvd,Huntington Beach,Orange,CA,92647,CA - Anthem BC,Family Practice,ACO
5174,"Aish ,Bassil,",17742 Beach Blvd,Huntington Beach,Orange,CA,92647,CA - Anthem BC,Family Practice Sports Medicine,ACO
5175,"Ait Rais ,Maria,",20103 Lake Chabot Rd,Castro Valley,Alameda,CA,94546,CA - Anthem BC,Internal Medicine,ACO
5176,"Aizarani Hallak ,Antoine,H",16766 Bernardo Center Dr,San Diego,San Diego,CA,92128,CA - Anthem BC,General Surgery,ACO
5177,"Aizarani Hallak ,Antoine,H",16766 Bernardo Center Dr,San Diego,San Diego,CA,92128,CA - Anthem BC,Plastic Surgery,ACO
5178,"Aizenberg ,Debbie,A",2521 Stockton Blvd,Sacramento,Sacramento,CA,95817,CA - Anthem BC,Otolaryngology (ENT),ACO
5179,"Aizenberg ,Debbie,A",6815 Five Star Blvd,Rocklin,Placer,CA,95677,CA - Anthem BC,Otolaryngology (ENT),ACO
5180,Ajay G Meka MD Inc,12901 Harbor Blvd,Garden Grove,Orange,CA,92840,CA - Anthem BC,Internal Medicine,ACO
5181,Ajay G Meka MD Inc,1510 E 7th St,Long Beach,Los Angeles,CA,90813,CA - Anthem BC,Internal Medicine,ACO
5182,Ajay G Meka MD Inc,2740 S Bristol St,Santa Ana,Orange,CA,92704,CA - Anthem BC,Internal Medicine,ACO
5183,Ajay G Meka MD Inc,2865 Atlantic Ave,Long Beach,Los Angeles,CA,90806,CA - Anthem BC,Internal Medicine,ACO
5184,Ajay G Meka MD Inc,606 S Euclid St,Anaheim,Orange,CA,92802,CA - Anthem BC,Internal Medicine,ACO
5185,"Ajijola ,Olujimi,A",100 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90024,CA - Anthem BC,Cardiovascular Disease,ACO
5186,"Ajijola ,Olujimi,A",100 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90024,CA - Anthem BC,Internal Medicine,ACO
5187,"Ajilore ,Ebenezer,O",50 Alessandro Pl,Pasadena,Los Angeles,CA,91105,CA - Anthem BC,OB-Gynecology,ACO
5188,"Ajwani ,Dimple,P",1020 29th St,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Family Practice,ACO
5189,"Ake ,Christopher,D",2315 Stockton Blvd,Sacramento,Sacramento,CA,95817,CA - Anthem BC,"Pathologic Anatomy, Clinical Pathology",ACO
5190,"Ake ,Christopher,D",2315 Stockton Blvd,Sacramento,Sacramento,CA,95817,CA - Anthem BC,Pathology,ACO
5191,"Akella ,Sailaja,V",2230 Stockton Blvd,Sacramento,Sacramento,CA,95817,CA - Anthem BC,Psychiatry,ACO
5192,"Akers ,Amy,H",1501 Trousdale Dr,Burlingame,San Mateo,CA,94010,CA - Anthem BC,Clinical Neurophysiology,ACO
5193,"Akers ,Amy,H",1501 Trousdale Dr,Burlingame,San Mateo,CA,94010,CA - Anthem BC,Neurology,ACO
5194,"Akers ,Amy,H",1800 Sullivan Ave,Daly City,San Mateo,CA,94015,CA - Anthem BC,Clinical Neurophysiology,ACO
5195,"Akers ,Amy,H",1800 Sullivan Ave,Daly City,San Mateo,CA,94015,CA - Anthem BC,Neurology,ACO
5196,"Akers ,Amy,H",2100 Webster St,San Francisco,San Francisco,CA,94115,CA - Anthem BC,Clinical Neurophysiology,ACO
5197,"Akers ,Amy,H",2100 Webster St,San Francisco,San Francisco,CA,94115,CA - Anthem BC,Neurology,ACO
5198,"Akhavan Heidari ,Mehdi,",1617 N California St,Stockton,San Joaquin,CA,95204,CA - Anthem BC,General Surgery,ACO
5199,"Akhavan Heidari ,Mehdi,",1617 N California St,Stockton,San Joaquin,CA,95204,CA - Anthem BC,"Surgery, Thoracic Cardiovascular",ACO
5200,"Akhavan Heidari ,Mehdi,",1617 N California St,Stockton,San Joaquin,CA,95204,CA - Anthem BC,Thoracic Surgery,ACO
5201,"Akkad ,Sayanta,",3885 24th St,San Francisco,San Francisco,CA,94114,CA - Anthem BC,Family Practice,ACO
5202,"Akkad ,Sayanta,",3885 24th St,San Francisco,San Francisco,CA,94114,CA - Anthem BC,Internal Medicine,ACO
5203,"Akmal ,Mohammad,",975 S Fairmont Ave,Lodi,San Joaquin,CA,95240,CA - Anthem BC,Internal Medicine,ACO
5204,"Akmal ,Mohammad,",975 S Fairmont Ave,Lodi,San Joaquin,CA,95240,CA - Anthem BC,Nephrology,ACO
5205,"Akmal ,Mohammad,",975 S Fairmont Ave,Lodi,San Joaquin,CA,95240,CA - Anthem BC,Pulmonary Diseases,ACO
5206,"Akmal ,Mohammad,A",600 Coffee Rd,Modesto,Stanislaus,CA,95355,CA - Anthem BC,Internal Medicine,ACO
5207,"Akopians ,Alin,L",1010 Veteran Ave,Los Angeles,Los Angeles,CA,90024,CA - Anthem BC,OB-Gynecology,ACO
5208,"Akram ,Tahira,",175 W La Verne Ave,Pomona,Los Angeles,CA,91767,CA - Anthem BC,OB-Gynecology,ACO
5209,"Aksoy ,Olcay,",100 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90024,CA - Anthem BC,Cardiovascular Disease,ACO
5210,"Aksoy ,Olcay,",100 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90024,CA - Anthem BC,Internal Medicine - Interventional Cardiology,ACO
5211,"Al Atassi ,Talal,",8700 Beverly Blvd,West Hollywood,Los Angeles,CA,90048,CA - Anthem BC,General Surgery,ACO
5212,"Al Atassi ,Talal,",8700 Beverly Blvd,West Hollywood,Los Angeles,CA,90048,CA - Anthem BC,Thoracic Surgery,ACO
5213,"Al Badri ,Ahmed,",127 S San Vicente Blvd,Los Angeles,Los Angeles,CA,90048,CA - Anthem BC,Internal Medicine,ACO
5214,"Al Dandachi ,Lara,N",200 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90095,CA - Anthem BC,Registered Dietician,ACO
5215,"Al Dandachi ,Lara,N",3445 Pacific Coast Hwy,Torrance,Los Angeles,CA,90505,CA - Anthem BC,Registered Dietician,ACO
5216,"Al Hasan ,Mohammad,S",5525 Grossmont Center Dr,La Mesa,San Diego,CA,91942,CA - Anthem BC,Emergency Medicine,ACO
5217,"Al Hasan ,Mohammad,S",5525 Grossmont Center Dr,La Mesa,San Diego,CA,91942,CA - Anthem BC,Internal Medicine,ACO
5218,"Al Hasan ,Mohammad,S",930 Sunset Dr,Hollister,San Benito,CA,95023,CA - Anthem BC,Emergency Medicine,PCMH
5219,"Al Hasan ,Mohammad,S",930 Sunset Dr,Hollister,San Benito,CA,95023,CA - BS of California,Internal Medicine,ACO
5220,"Al Hashimi ,Saba,K",100 Stein Plz,Los Angeles,Los Angeles,CA,90095,CA - Anthem BC,Ophthalmology,ACO
5221,"Al Juburi ,Amar,",3160 Folsom Blvd,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Gastroenterology,ACO
5222,"Al Juburi ,Amar,",3160 Folsom Blvd,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Internal Medicine,ACO
5223,"Al Khoury ,Lama,M",101 The City Dr S,Orange,Orange,CA,92868,CA - Anthem BC,Neurology,ACO
5224,"Al Kourainy ,Kousay,A",31872 Coast Hwy,Laguna Beach,Orange,CA,92651,CA - Anthem BC,Internal Medicine,ACO
5225,"Al Kourainy ,Kousay,A",31872 Coast Hwy,Laguna Beach,Orange,CA,92651,CA - Anthem BC,Medical Oncology,ACO
5226,"Al Kourainy ,Kousay,A",480 Fourth Ave,Chula Vista,San Diego,CA,91910,CA - Anthem BC,Internal Medicine,ACO
5227,"Al Kourainy ,Kousay,A",480 Fourth Ave,Chula Vista,San Diego,CA,91910,CA - Anthem BC,Medical Oncology,ACO
5228,"Al Kourainy ,Kousay,A",754 Medical Center Ct,Chula Vista,San Diego,CA,91911,CA - Anthem BC,Internal Medicine,ACO
5229,"Al Kourainy ,Kousay,A",754 Medical Center Ct,Chula Vista,San Diego,CA,91911,CA - Anthem BC,Medical Oncology,ACO
5230,AL Kourainy Kousay A,31872 Coast Hwy,Laguna Beach,Orange,CA,92651,CA - Anthem BC,Multi-Specialty Clinic or other Group Practice,ACO
5231,AL Kourainy Kousay A,336 Oxford St,Chula Vista,San Diego,CA,91911,CA - Anthem BC,Multi-Specialty Clinic or other Group Practice,ACO
5232,AL Kourainy Kousay A,480 4th Ave,Chula Vista,San Diego,CA,91910,CA - Anthem BC,Multi-Specialty Clinic or other Group Practice,ACO
5233,"Al Mardini ,Nameer,",1020 29th St,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Internal Medicine,ACO
5234,"Al Mufti ,Haseeb,I",13939 E 14th St,San Leandro,Alameda,CA,94578,CA - Anthem BC,Internal Medicine,ACO
5235,"Al Mufti ,Haseeb,I",13939 E 14th St,San Leandro,Alameda,CA,94578,CA - Anthem BC,Nephrology,ACO
5236,"Al Safi ,Zain,A",200 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90095,CA - Anthem BC,OB-Gynecology,ACO
5237,"Al Safi ,Zain,A",200 Ucla Medical Plz,Los Angeles,Los Angeles,CA,90095,CA - Anthem BC,Reproductive Endocrinology,ACO
5238,Ala Medical Center,5300 Santa Monica Blvd,Los Angeles,Los Angeles,CA,90029,CA - Anthem BC,General Practice,ACO
5239,Alaa Y Afifi MD Inc,10 Sable Sands,Newport Coast,Orange,CA,92657,CA - Anthem BC,"Surgery, Thoracic Cardiovascular",ACO
5240,Alaa Y Afifi MD Inc,2200 E Fruit St,Santa Ana,Orange,CA,92701,CA - Anthem BC,"Surgery, Thoracic Cardiovascular",ACO
5241,"Aladag ,Belis,M",2001 Santa Monica Blvd,Santa Monica,Los Angeles,CA,90404,CA - Anthem BC,Family Practice,ACO
5242,Alameda Centre Physicians,501 S Shore Ctr W,Alameda,Alameda,CA,94501,CA - Anthem BC,Multi-Specialty Clinic or other Group Practice,ACO
5243,Alameda Centre Physicians,501 S Shore Ctr W,Alameda,Alameda,CA,94501,CA - Anthem BC,Urgent Care Center,ACO
5244,Alameda Eye Physicians,2241 Central Ave,Alameda,Alameda,CA,94501,CA - BS of California,Ophthalmology,ACO
5245,Alameda Radiation Oncology,27204 Calaroga Ave,Hayward,Alameda,CA,94545,CA - BS of California,Radiation Oncology,ACO
5246,Alamitos Podiatry,3771 Katella Ave,Los Alamitos,Orange,CA,90720,CA - Anthem BC,Podiatrist - General Practice,ACO
5247,Alamitos Podiatry,550 Pacific Coast Hwy,Seal Beach,Orange,CA,90740,CA - Anthem BC,Podiatrist - General Practice,ACO
5248,"Alan ,Thomas,B",2660 W Covell Blvd,Davis,Yolo,CA,95616,CA - Anthem BC,Internal Medicine,ACO
5249,Alan E Gorenberg MD Inc,12380 Hesperia Rd,Victorville,San Bernardino,CA,92395,CA - Anthem BC,Allergy & Immunology,ACO
5250,Alane Park MD A Medical Corporation,1245 Wilshire Blvd,Los Angeles,Los Angeles,CA,90017,CA - Anthem BC,OB-Gynecology,ACO
5251,"Alanizi ,Ayad,",127 N Madison Ave,Pasadena,Los Angeles,CA,91101,CA - Anthem BC,Family Practice,ACO
5252,"Alanizi ,Ayad,",127 N Madison Ave,Pasadena,Los Angeles,CA,91101,CA - Anthem BC,General Practice,ACO
5253,"Alanizi ,Ayad,",127 N Madison Ave,Pasadena,Los Angeles,CA,91101,CA - Anthem BC,General Surgery,ACO
5254,"Alano ,Filoteo,A",1800 Sullivan Ave,Daly City,San Mateo,CA,94015,CA - Anthem BC,Internal Medicine,ACO
5255,"Alano ,Filoteo,A",1800 Sullivan Ave,Daly City,San Mateo,CA,94015,CA - BS of California,Nephrology,ACO
5256,Alano Filoteo A,1800 Sullivan Ave,Daly City,San Mateo,CA,94015,CA - Anthem BC,Internal Medicine,ACO
5257,"Alarid ,Olga,",2603 Via Campo,Montebello,Los Angeles,CA,90640,CA - Anthem BC,Internal Medicine,ACO
5258,"Alav ,Faramarz,",16465 Sierra Lakes Pkwy,Fontana,San Bernardino,CA,92336,CA - Anthem BC,Internal Medicine,ACO
5259,Alav Faramarz,16465 Sierra Lakes Pkwy,Fontana,San Bernardino,CA,92336,CA - Anthem BC,Internal Medicine,ACO
5260,"Alba ,Diana,L",400 Parnassus Ave,San Francisco,San Francisco,CA,94143,CA - Anthem BC,Endrocrinology,ACO
5261,"Alba ,Diana,L",400 Parnassus Ave,San Francisco,San Francisco,CA,94143,CA - Anthem BC,Internal Medicine,ACO
5262,"Alban ,Rodrigo,F",8635 W 3rd St,Los Angeles,Los Angeles,CA,90048,CA - Anthem BC,General Surgery,ACO
5263,"Alban ,Rodrigo,F",8635 W 3rd St,Los Angeles,Los Angeles,CA,90048,CA - Anthem BC,Surgical Critical Care,ACO
5264,"Albanese ,Carol,V",2261 Douglas Blvd,Roseville,Placer,CA,95661,CA - Anthem BC,Physical Medicine & Rehabilitation,ACO
5265,"Albanese ,Carol,V",3301 C St,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Physical Medicine & Rehabilitation,ACO
5266,"Albanese ,Carol,V",4860 Y St,Sacramento,Sacramento,CA,95817,CA - Anthem BC,Physical Medicine & Rehabilitation,ACO
5267,"Albay ,Diana,T",16100 Sand Canyon Ave,Irvine,Orange,CA,92618,CA - Anthem BC,Endrocrinology,ACO
5268,"Albay ,Diana,T",16100 Sand Canyon Ave,Irvine,Orange,CA,92618,CA - Anthem BC,Internal Medicine,ACO
5269,"Albay ,Diana,T",33 Creek Rd,Irvine,Orange,CA,92604,CA - Anthem BC,Endrocrinology,ACO
5270,"Albay ,Diana,T",33 Creek Rd,Irvine,Orange,CA,92604,CA - Anthem BC,Internal Medicine,ACO
5271,"Albeg ,Jonathan,C",370 Distel Cir,Los Altos,Santa Clara,CA,94022,CA - Anthem BC,Internal Medicine,ACO
5272,"Albert ,Bruce,M",1000 Bristol St N,Newport Beach,Orange,CA,92660,CA - Anthem BC,Orthopedic Surgery,ACO
5273,"Albert ,Craig,P",31001 Rancho Viejo Rd,San Juan Capistrano,Orange,CA,92675,CA - Anthem BC,Family Practice,ACO
5274,"Albert ,Michelle,A",505 Parnassus Ave,San Francisco,San Francisco,CA,94143,CA - Anthem BC,Cardiovascular Disease,ACO
5275,"Albert ,Michelle,A",505 Parnassus Ave,San Francisco,San Francisco,CA,94143,CA - Anthem BC,Internal Medicine,ACO
5276,Albert J Chaparro DPM,2480 Mission St,San Francisco,San Francisco,CA,94110,CA - BS of California,Primary Podiatric Medicine,ACO
5277,"Albertini ,John,J",2576 Renfrew St,Eureka,Humboldt,CA,95501,CA - Anthem BC,Urology,ACO
5278,"Alberton ,Gregory,M",16950 Via Tazon,San Diego,San Diego,CA,92127,CA - Anthem BC,Orthopedic Hand Surgery,ACO
5279,"Alberton ,Gregory,M",16950 Via Tazon,San Diego,San Diego,CA,92127,CA - Anthem BC,Orthopedic Surgery,ACO
5280,"Alberton ,Gregory,M",2600 Via De La Valle,Del Mar,San Diego,CA,92014,CA - Anthem BC,Orthopedic Hand Surgery,ACO
5281,"Alberton ,Gregory,M",2600 Via De La Valle,Del Mar,San Diego,CA,92014,CA - Anthem BC,Orthopedic Surgery,ACO
5282,"Alberton ,Gregory,M",2929 Health Center Dr,San Diego,San Diego,CA,92123,CA - Anthem BC,Orthopedic Hand Surgery,ACO
5283,"Alberton ,Gregory,M",2929 Health Center Dr,San Diego,San Diego,CA,92123,CA - Anthem BC,Orthopedic Surgery,ACO
5284,"Albertson ,Michael,J",100 Moody Ct,Thousand Oaks,Ventura,CA,91360,CA - Anthem BC,Gastroenterology,ACO
5285,"Albertson ,Michael,J",100 Moody Ct,Thousand Oaks,Ventura,CA,91360,CA - Anthem BC,Internal Medicine,ACO
5286,"Albertson ,Michael,J",1250 La Venta Dr,Westlake Village,Ventura,CA,91361,CA - Anthem BC,Gastroenterology,ACO
5287,"Albertson ,Michael,J",1250 La Venta Dr,Westlake Village,Ventura,CA,91361,CA - Anthem BC,Internal Medicine,ACO
5288,"Albertson ,Timothy,E",2825 J St,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Internal Medicine,ACO
5289,"Albertson ,Timothy,E",2825 J St,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Pulmonary Diseases,ACO
5290,"Albin ,Kelly,C",1201 Alhambra Blvd,Sacramento,Sacramento,CA,95816,CA - Anthem BC,Family Practice,ACO
5291,"Albracht ,Diane,C",21675 Redwood Rd,Castro Valley,Alameda,CA,94546,CA - Anthem BC,Ophthalmology,ACO
5292,"Albrecht ,Peggy,N",2950 Research Park Dr,Soquel,Santa Cruz,CA,95073,CA - Anthem BC,Dermatology,ACO
5293,"Albury ,Denise,A",133 N Prairie Ave,Inglewood,Los Angeles,CA,90301,CA - Anthem BC,Emergency Medicine,ACO
5294,"Albury ,Denise,A",133 N Prairie Ave,Inglewood,Los Angeles,CA,90301,CA - Anthem BC,Pediatrics,ACO
