id,name,address,city,county,state,zip,plan,specialty,type
243920,Fairview Counseling Centers,6320 Wedgewood Rd N,Maple Grove,Hennepin,MN,55311,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
243921,Fairview Counseling Centers,830 Prairie Center Dr,Eden Prairie,Hennepin,MN,55344,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
243922,Fairview Counseling Centers,911 Northland Dr,Princeton,Mille Lacs,MN,55371,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
243923,Fairview Diagnostic Laboratories,201 E Nicollet Blvd,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Clinical Pathology,ACO
243924,Fairview Diagnostic Laboratories,6401 France Ave S,Minneapolis,Hennepin,MN,55435,MN - BCBS of Minnesota,Clinical Pathology,ACO
243925,Fairview Diagnostic Laboratories Lakes,5200 Fairview Blvd,Wyoming,Anoka,MN,55092,MN - BCBS of Minnesota,Clinical Pathology,ACO
243926,Fairview Diagnostic Laboratories Ummc,2450 Riverside Ave,Minneapolis,Hennepin,MN,55454,MN - BCBS of Minnesota,Clinical Pathology,ACO
243927,Fairview Eagan Pharmacy,1440 Duckwood Dr,Eagan,Dakota,MN,55122,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243928,Fairview Edina Pharmacy,6363 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243929,Fairview Express Care,1100 7th Ave S,Princeton,Mille Lacs,MN,55371,MN - BCBS of Minnesota,Retail Health Center,ACO
243930,Fairview Express Care,19425 Evans St NW,Elk River,Sherburne,MN,55330,MN - BCBS of Minnesota,Retail Health Center,ACO
243931,Fairview Hiawatha Pharmacy,3809 42nd Ave S,Minneapolis,Hennepin,MN,55406,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243932,Fairview Highland Park Pharmacy,2155 Ford Pkwy,Saint Paul,Ramsey,MN,55116,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243933,Fairview Home Care & Hospice,2450 26th Ave S,Minneapolis,Hennepin,MN,55406,MN - BCBS of Minnesota,Home Health Care Agency,ACO
243934,Fairview Home Care & Hospice,2450 26th Ave S,Minneapolis,Hennepin,MN,55406,MN - BCBS of Minnesota,Home Hospice Care,ACO
243935,Fairview Home Infusion,711 Kasota Ave SE,Minneapolis,Hennepin,MN,55414,MN - BCBS of Minnesota,Home Infusion Therapy Supplier,ACO
243936,Fairview Home Infusion DME,711 Kasota Ave SE,Minneapolis,Hennepin,MN,55414,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
243937,Fairview Lakes Pharmacy Lino Lakes,7455 Village Dr,Lino Lakes,Anoka,MN,55014,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243938,Fairview Lakes Pharmacy Rush City,780 W 4th St,Rush City,Chisago,MN,55069,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243939,Fairview Lakes Pharmacy Wyoming,5200 Fairview Blvd,Wyoming,Anoka,MN,55092,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243940,Fairview Maple Grove Surgery Center,14500 99th Ave N,Maple Grove,Hennepin,MN,55369,MN - BCBS of Minnesota,Ambulatory Surgical Center,ACO
243941,Fairview Medication Therapy Management Uptown,10000 Zane Ave N,Brooklyn Park,Hennepin,MN,55443,MN - BCBS of Minnesota,Pharmacist,ACO
243942,Fairview Medication Therapy Management Uptown,1120 Kirby Dr,Duluth,St. Louis,MN,55812,MN - BCBS of Minnesota,Pharmacist,ACO
243943,Fairview Medication Therapy Management Uptown,1151 Silver Lake Rd NW,New Brighton,Ramsey,MN,55112,MN - BCBS of Minnesota,Pharmacist,ACO
243944,Fairview Medication Therapy Management Uptown,14500 99th Ave N,Maple Grove,Hennepin,MN,55369,MN - BCBS of Minnesota,Pharmacist,ACO
243945,Fairview Medication Therapy Management Uptown,150 10th St NW,Milaca,Mille Lacs,MN,56353,MN - BCBS of Minnesota,Pharmacist,ACO
243946,Fairview Medication Therapy Management Uptown,15075 Cimarron Ave,Rosemount,Dakota,MN,55068,MN - BCBS of Minnesota,Pharmacist,ACO
243947,Fairview Medication Therapy Management Uptown,15650 Cedar Ave,Apple Valley,Dakota,MN,55124,MN - BCBS of Minnesota,Pharmacist,ACO
243948,Fairview Medication Therapy Management Uptown,2155 Ford Pkwy,Saint Paul,Ramsey,MN,55116,MN - BCBS of Minnesota,Pharmacist,ACO
243949,Fairview Medication Therapy Management Uptown,2450 Riverside Ave,Minneapolis,Hennepin,MN,55454,MN - BCBS of Minnesota,Pharmacist,ACO
243950,Fairview Medication Therapy Management Uptown,290 Main St NW,Elk River,Sherburne,MN,55330,MN - BCBS of Minnesota,Pharmacist,ACO
243951,Fairview Medication Therapy Management Uptown,303 E Nicollet Blvd,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Pharmacist,ACO
243952,Fairview Medication Therapy Management Uptown,3033 Excelsior Blvd,Minneapolis,Hennepin,MN,55416,MN - BCBS of Minnesota,Pharmacist,ACO
243953,Fairview Medication Therapy Management Uptown,3305 Central Park Village Dr,Eagan,Dakota,MN,55121,MN - BCBS of Minnesota,Pharmacist,ACO
243954,Fairview Medication Therapy Management Uptown,3400 W 66th St,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Pharmacist,ACO
243955,Fairview Medication Therapy Management Uptown,3605 Mayfair Ave,Hibbing,St. Louis,MN,55746,MN - BCBS of Minnesota,Pharmacist,ACO
243956,Fairview Medication Therapy Management Uptown,3809 42nd Ave S,Minneapolis,Hennepin,MN,55406,MN - BCBS of Minnesota,Pharmacist,ACO
243957,Fairview Medication Therapy Management Uptown,4000 Central Ave NE,Columbia Heights,Anoka,MN,55421,MN - BCBS of Minnesota,Pharmacist,ACO
243958,Fairview Medication Therapy Management Uptown,5200 Fairview Blvd,Wyoming,Anoka,MN,55092,MN - BCBS of Minnesota,Pharmacist,ACO
243959,Fairview Medication Therapy Management Uptown,5366 386th St NE,North Branch,Chisago,MN,55056,MN - BCBS of Minnesota,Pharmacist,ACO
243960,Fairview Medication Therapy Management Uptown,600 W 98th St,Bloomington,Hennepin,MN,55420,MN - BCBS of Minnesota,Pharmacist,ACO
243961,Fairview Medication Therapy Management Uptown,606 24th Ave S,Minneapolis,Hennepin,MN,55454,MN - BCBS of Minnesota,Pharmacist,ACO
243962,Fairview Medication Therapy Management Uptown,6341 University Ave NE,Fridley,Anoka,MN,55432,MN - BCBS of Minnesota,Pharmacist,ACO
243963,Fairview Medication Therapy Management Uptown,6545 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Pharmacist,ACO
243964,Fairview Medication Therapy Management Uptown,830 Prairie Center Dr,Eden Prairie,Hennepin,MN,55344,MN - BCBS of Minnesota,Pharmacist,ACO
243965,Fairview Medication Therapy Management Uptown,909 Fulton St SE,Minneapolis,Hennepin,MN,55455,MN - BCBS of Minnesota,Pharmacist,ACO
243966,Fairview Medication Therapy Management Uptown,919 Northland Dr,Princeton,Mille Lacs,MN,55371,MN - BCBS of Minnesota,Pharmacist,ACO
243967,Fairview Northeast Pharmacy,2847 Johnson St NE,Minneapolis,Hennepin,MN,55418,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243968,Fairview Northland Pharmacy Elk River,290 Main St NW,Elk River,Sherburne,MN,55330,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243969,Fairview Northland Pharmacy Milaca,115 2nd Ave SW,Milaca,Mille Lacs,MN,56353,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243970,Fairview Northland Pharmacy Princeton,919 Northland Dr,Princeton,Mille Lacs,MN,55371,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243971,Fairview Northland Pharmacy Zimmerman,25945 Gateway Dr,Zimmerman,Sherburne,MN,55398,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243972,Fairview Oxboro Pharmacy,600 W 98th St,Bloomington,Hennepin,MN,55420,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243973,Fairview Pharmacy Brooklyn Park,10000 Zane Ave N,Brooklyn Park,Hennepin,MN,55443,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243974,Fairview Pharmacy Hugo,14712 Victor Hugo Blvd N,Hugo,Washington,MN,55038,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243975,Fairview Pharmacy Maple Grove,14500 99th Ave N,Maple Grove,Hennepin,MN,55369,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243976,Fairview Pharmacy New Brighton,1151 Silver Lake Rd NW,New Brighton,Ramsey,MN,55112,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243977,Fairview Pharmacy North Branch,5366 386th St NE,North Branch,Chisago,MN,55056,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243978,Fairview Pharmacy Prior Lake,4151 Willowwood St SE,Prior Lake,Scott,MN,55372,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243979,Fairview Pharmacy Red Wing,701 Fairview Blvd,Red Wing,Goodhue,MN,55066,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243980,Fairview Pharmacy Services LLC,10961 Club West Pkwy,Blaine,Anoka,MN,55449,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243981,Fairview Pharmacy Services LLC,830 Prairie Center Dr,Eden Prairie,Hennepin,MN,55344,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243982,Fairview Pharmacy Smileys Clinic,2020 E 28th St,Minneapolis,Hennepin,MN,55407,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243983,Fairview Pharmacy University Village,2545 University Ave SE,Minneapolis,Hennepin,MN,55414,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243984,Fairview Ridgeview Pharmacy,303 E Nicollet Blvd,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243985,Fairview Riverside Pharmacy,606 24th Ave S,Minneapolis,Hennepin,MN,55454,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243986,Fairview Southdale Hosp  Partial Psych Prog,6401 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Inpatient Psychiatric,ACO
243987,Fairview Southdale Hospital CRNA,6401 France Ave S,Minneapolis,Hennepin,MN,55435,MN - BCBS of Minnesota,Nurse Anesthetist,ACO
243988,Fairview Southdale Medical Pharmacy,6545 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243989,Fairview Specialty Services Pharmacy,711 Kasota Ave SE,Minneapolis,Hennepin,MN,55414,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243990,Fairview University Clinic Pharmacy,516 Delaware St SE,Minneapolis,Hennepin,MN,55455,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243991,Fairview University Discharge Pharmacy,500 Harvard St SE,Minneapolis,Hennepin,MN,55455,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243992,Fairview University Masonic Pharmacy,424 Harvard St SE,Minneapolis,Hennepin,MN,55455,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243993,Fairview University Oncology Pharmacy,424 Harvard St SE,Minneapolis,Hennepin,MN,55455,MN - BCBS of Minnesota,Pharmacy/DME Supplier,ACO
243994,Fairview Uptown Clinic Mtm,3033 Excelsior Blvd,Minneapolis,Hennepin,MN,55416,MN - BCBS of Minnesota,Pharmacist,ACO
243995,Fairview Uptown Clinic Mtm,6545 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Pharmacist,ACO
243996,for Your Well Being Chiropractic SC,3607 White Bear Ave N,White Bear Lake,Ramsey,MN,55110,MN - BCBS of Minnesota,Chiropractor,ACO
243997,Fountain Centers Board & Lodge House,226 W Fountain St,Albert Lea,Freeborn,MN,56007,MN - BCBS of Minnesota,Lodging,ACO
243998,Fountain Centers In Albert Lea,408 W Fountain St,Albert Lea,Freeborn,MN,56007,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
243999,Fountain Centers In Albert Lea,408 W Fountain St,Albert Lea,Freeborn,MN,56007,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility - Substance Abuse Tre,ACO
244000,Fountain Centers In Fairmont,828 N North Ave,Fairmont,Martin,MN,56031,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
244001,Fountain Centers In Faribault,2301 4th St NW,Faribault,Rice,MN,55021,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
244002,Fountain Centers In Mankato,1400 Madison Ave,Mankato,Blue Earth,MN,56001,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
244003,Fountain Centers In Owatonna,134 Southview St,Owatonna,Steele,MN,55060,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
244004,Fountain Centers In Rochester,4122 18th Ave NW,Rochester,Olmsted,MN,55901,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
244005,Fountain Centers of Austin,101 14th St SE,Austin,Mower,MN,55912,MN - BCBS of Minnesota,Substance Abuse Disorder Rehabilitation Facility,ACO
244006,France Avenue Family Physicians,7250 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Family Practice,ACO
244007,France Avenue Family Physicians,7250 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Urgent Care Center,ACO
244008,Glencoe Clinic,1024 Central Ave,Lester Prairie,McLeod,MN,55354,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244009,Glencoe Clinic,1805 Hennepin Ave N,Glencoe,McLeod,MN,55336,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244010,Glencoe Clinic,300 Bowman St,Stewart,McLeod,MN,55385,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244011,Glencoe Regional Health Services,1805 Hennepin Ave N,Glencoe,McLeod,MN,55336,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244012,Glencoe Regional Health Services CRNA,1805 Hennepin Ave N,Glencoe,McLeod,MN,55336,MN - BCBS of Minnesota,Nurse Anesthetist,ACO
244013,Glencoe Regional Health Services DME,1805 Hennepin Ave N,Glencoe,McLeod,MN,55336,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244014,Glencoe Regional Health Services Short Term Care,1805 Hennepin Ave N,Glencoe,McLeod,MN,55336,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244015,Glencoe Short Term Care Unit,705 18th St E,Glencoe,McLeod,MN,55336,MN - BCBS of Minnesota,Skilled Nursing Facility,ACO
244016,Health Psychology Solutions PLLC,2233 Hamline Ave N,Roseville,Ramsey,MN,55113,MN - BCBS of Minnesota,Psychologist,ACO
244017,HealthEast Medical Imaging LLC,3640 Talmage Cir,Vadnais Heights,Ramsey,MN,55110,MN - BCBS of Minnesota,Radiology,ACO
244018,HealthEast Medical Transportation,799 Reaney Ave,Saint Paul,Ramsey,MN,55106,MN - BCBS of Minnesota,Ambulance Service,ACO
244019,HealthEast Optimum Rehabilitation,1099 Helmo Ave N,Oakdale,Washington,MN,55128,MN - BCBS of Minnesota,Physical Therapist,ACO
244020,HealthEast Optimum Rehabilitation,1099 Helmo Ave N,Oakdale,Washington,MN,55128,MN - BCBS of Minnesota,Speech Therapist,ACO
244021,HealthEast Optimum Rehabilitation,1390 University Ave W,Saint Paul,Ramsey,MN,55104,MN - BCBS of Minnesota,Occupational Therapist,ACO
244022,HealthEast Optimum Rehabilitation,1390 University Ave W,Saint Paul,Ramsey,MN,55104,MN - BCBS of Minnesota,Physical Therapist,ACO
244023,HealthEast Optimum Rehabilitation,1390 University Ave W,Saint Paul,Ramsey,MN,55104,MN - BCBS of Minnesota,Speech Therapist,ACO
244024,HealthEast Optimum Rehabilitation,1570 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Occupational Therapist,ACO
244025,HealthEast Optimum Rehabilitation,1570 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Physical Therapist,ACO
244026,HealthEast Optimum Rehabilitation,1570 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Speech Therapist,ACO
244027,HealthEast Optimum Rehabilitation,1747 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Physical Therapist,ACO
244028,HealthEast Optimum Rehabilitation,1747 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Speech Therapist,ACO
244029,HealthEast Optimum Rehabilitation,1825 Woodwinds Dr,Woodbury,Washington,MN,55125,MN - BCBS of Minnesota,Occupational Therapist,ACO
244030,HealthEast Optimum Rehabilitation,1825 Woodwinds Dr,Woodbury,Washington,MN,55125,MN - BCBS of Minnesota,Physical Therapist,ACO
244031,HealthEast Optimum Rehabilitation,1825 Woodwinds Dr,Woodbury,Washington,MN,55125,MN - BCBS of Minnesota,Speech Therapist,ACO
244032,HealthEast Optimum Rehabilitation,2900 Curve Crest Blvd W,Stillwater,Washington,MN,55082,MN - BCBS of Minnesota,Physical Therapist,ACO
244033,HealthEast Optimum Rehabilitation,2900 Curve Crest Blvd W,Stillwater,Washington,MN,55082,MN - BCBS of Minnesota,Speech Therapist,ACO
244034,HealthEast St Johns Hospital,1575 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244035,HealthEast St Johns Hospital Clinic,1575 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244036,HealthEast St Josephs Hospital,45 10th St W,Saint Paul,Ramsey,MN,55102,MN - BCBS of Minnesota,Inpatient Psychiatric,ACO
244037,HealthEast Surgery Center Maplewood,1655 Beam Ave,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Ambulatory Surgical Center,ACO
244038,HealthPartners Behavioral Health,11475 Robinson Dr NW,Coon Rapids,Anoka,MN,55433,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244039,HealthPartners Behavioral Health,1430 Highway 96 E,White Bear Lake,Ramsey,MN,55110,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244040,HealthPartners Behavioral Health,15290 Pennock Ln,Apple Valley,Dakota,MN,55124,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244041,HealthPartners Behavioral Health,1811 Weir Dr,Woodbury,Washington,MN,55125,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244042,HealthPartners Behavioral Health,205 Wabasha St S,Saint Paul,Ramsey,MN,55107,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244043,HealthPartners Behavioral Health,2165 White Bear Ave N,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244044,HealthPartners Behavioral Health,2220 Riverside Ave,Minneapolis,Hennepin,MN,55454,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244045,HealthPartners Behavioral Health,2345 Ariel St N,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244046,HealthPartners Behavioral Health,2500 Como Ave,Saint Paul,Ramsey,MN,55108,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244047,HealthPartners Behavioral Health,2635 University Ave W,Saint Paul,Ramsey,MN,55114,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244048,HealthPartners Behavioral Health,2688 Maplewood Dr,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244049,HealthPartners Behavioral Health,3930 Northwoods Dr,Arden Hills,Ramsey,MN,55112,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244050,HealthPartners Behavioral Health,401 Phalen Blvd,Saint Paul,Ramsey,MN,55130,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244051,HealthPartners Behavioral Health,451 Dunlap St N,Saint Paul,Ramsey,MN,55104,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244052,HealthPartners Behavioral Health,5100 Gamble Dr,Saint Louis Park,Hennepin,MN,55416,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244053,HealthPartners Behavioral Health,5625 Cenex Dr,Inver Grove Heights,Dakota,MN,55077,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244054,HealthPartners Behavioral Health,601 Jacob Ln,Anoka,Anoka,MN,55303,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244055,HealthPartners Behavioral Health,640 Jackson St,Saint Paul,Ramsey,MN,55101,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244056,HealthPartners Behavioral Health,6845 Lee Ave N,Brooklyn Center,Hennepin,MN,55429,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244057,HealthPartners Behavioral Health,8450 Seasons Pkwy,Woodbury,Washington,MN,55125,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244058,HealthPartners Behavioral Health,8600 Nicollet Ave S,Bloomington,Hennepin,MN,55420,MN - BCBS of Minnesota,Clinic/Center - Mental Health (Including Community Mental Health Cente,ACO
244059,HealthPartners Central Lab & Clinic Sites,9700 W 76th St,Eden Prairie,Hennepin,MN,55344,MN - BCBS of Minnesota,Independent Laboratory,ACO
244060,HealthPartners Cottage Grove Clinic,1430 Highway 96 E,White Bear Lake,Ramsey,MN,55110,MN - BCBS of Minnesota,Chiropractor,ACO
244061,HealthPartners Cottage Grove Clinic,14701 Victor Hugo Blvd N,Hugo,Washington,MN,55038,MN - BCBS of Minnesota,Chiropractor,ACO
244062,HealthPartners Cottage Grove Clinic,15245 Bluebird St NW,Andover,Anoka,MN,55304,MN - BCBS of Minnesota,Chiropractor,ACO
244063,HealthPartners Cottage Grove Clinic,1654 Diffley Rd,Eagan,Dakota,MN,55122,MN - BCBS of Minnesota,Chiropractor,ACO
244064,HealthPartners Cottage Grove Clinic,2004 Ford Pkwy,Saint Paul,Ramsey,MN,55116,MN - BCBS of Minnesota,Chiropractor,ACO
244065,HealthPartners Cottage Grove Clinic,2165 White Bear Ave N,Maplewood,Ramsey,MN,55109,MN - BCBS of Minnesota,Chiropractor,ACO
244066,HealthPartners Cottage Grove Clinic,2220 Riverside Ave,Minneapolis,Hennepin,MN,55454,MN - BCBS of Minnesota,Chiropractor,ACO
244067,HealthPartners Cottage Grove Clinic,2500 Como Ave,Saint Paul,Ramsey,MN,55108,MN - BCBS of Minnesota,Chiropractor,ACO
244068,HealthPartners Cottage Grove Clinic,2831 Snelling Ave N,Roseville,Ramsey,MN,55113,MN - BCBS of Minnesota,Chiropractor,ACO
244069,HealthPartners Cottage Grove Clinic,3930 Northwoods Dr,Arden Hills,Ramsey,MN,55112,MN - BCBS of Minnesota,Chiropractor,ACO
244070,HealthPartners Cottage Grove Clinic,4730 Chicago Ave,Minneapolis,Hennepin,MN,55407,MN - BCBS of Minnesota,Chiropractor,ACO
244071,HealthPartners Cottage Grove Clinic,530 3rd St NW,Elk River,Sherburne,MN,55330,MN - BCBS of Minnesota,Chiropractor,ACO
244072,HealthPartners Cottage Grove Clinic,5625 Cenex Dr,Inver Grove Heights,Dakota,MN,55077,MN - BCBS of Minnesota,Chiropractor,ACO
244073,HealthPartners Cottage Grove Clinic,601 Jacob Ln,Anoka,Anoka,MN,55303,MN - BCBS of Minnesota,Chiropractor,ACO
244074,HealthPartners Cottage Grove Clinic,7500 80th St S,Cottage Grove,Washington,MN,55016,MN - BCBS of Minnesota,Chiropractor,ACO
244075,HealthPartners Cottage Grove Clinic,8600 Nicollet Ave S,Bloomington,Hennepin,MN,55420,MN - BCBS of Minnesota,Chiropractor,ACO
244076,Hearing Center & Store at Park Nicollet,14000 Fairview Dr,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244077,Hearing Center & Store at Park Nicollet,14000 Fairview Dr,Burnsville,Dakota,MN,55337,MN - BCBS of Minnesota,Hearing Aid Dealer,ACO
244078,Hearing Center & Store at Park Nicollet,1415 Saint Francis Ave,Shakopee,Scott,MN,55379,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244079,Hearing Center & Store at Park Nicollet,1415 Saint Francis Ave,Shakopee,Scott,MN,55379,MN - BCBS of Minnesota,Hearing Aid Dealer,ACO
244080,Hearing Center & Store at Park Nicollet,3800 Park Nicollet Blvd,Saint Louis Park,Hennepin,MN,55416,MN - BCBS of Minnesota,Durable Medical Equipment Supplier,ACO
244081,Hearing Center & Store at Park Nicollet,3800 Park Nicollet Blvd,Saint Louis Park,Hennepin,MN,55416,MN - BCBS of Minnesota,Hearing Aid Dealer,ACO
244082,Intermed Consultants LTD,6363 France Ave S,Edina,Hennepin,MN,55435,MN - BCBS of Minnesota,Nephrology,ACO
244083,John Nasseff Neuroscience Specialty Clinic,225 Smith Ave N,Saint Paul,Ramsey,MN,55102,MN - BCBS of Minnesota,Neurological Surgery,ACO
244084,Katherine A Kegan PhD,314 Clifton Ave,Minneapolis,Hennepin,MN,55403,MN - BCBS of Minnesota,Psychologist,ACO
244085,Lake City Family Physicians PC,507 W Doughty St,Lake City,Wabasha,MN,55041,MN - BCBS of Minnesota,Family Practice,PCMH
244086,Lake View Clinic,1010 4th St,Two Harbors,Lake,MN,55616,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244087,Lakeview Memorial Hosp Inc,325 11th Ave,Two Harbors,Lake,MN,55616,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244088,Lakeview Memorial Hospital,325 11th Ave,Two Harbors,Lake,MN,55616,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244089,Lakeview Memorial Hospital,325 11th Ave,Two Harbors,Lake,MN,55616,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244090,Long Prairie Clinic,20 9th St SE,Long Prairie,Todd,MN,56347,MN - BCBS of Minnesota,Rural Health Clinic,ACO
244091,Long Prairie Memorial Hospital and Home,20 9th St SE,Long Prairie,Todd,MN,56347,MN - BCBS of Minnesota,General Acute Care Hospital,ACO
244092,Long Prairie Memorial Hospital and Home,20 9th St SE,Long Prairie,Todd,MN,56347,MN - BCBS of Minnesota,Medicare Defined Swing Bed Unit,ACO
244093,Long Prairie Memorial Hospital and Home,20 9th St SE,Long Prairie,Todd,MN,56347,MN - BCBS of Minnesota,Multi-Specialty Clinic or other Group Practice,ACO
244094,Long Prairie Memorial Hospital and Home,20 9th St SE,Long Prairie,Todd,MN,56347,MN - BCBS of Minnesota,Skilled Nursing Facility,ACO
244095,Mankato Clinic Endoscopy Center,1230 E Main St,Mankato,Blue Earth,MN,56001,MN - BCBS of Minnesota,Ambulatory Surgical Center,PCMH
